#TYPE Microsoft.Win32.RegistryKey
"Property","PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","SubKeyCount","View","Handle","ValueCount","Name"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FaxServer","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FaxServer","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FaxServer"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Feeds","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Feeds","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","2","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Feeds"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FilePicker","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FilePicker","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","2","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FilePicker"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FilterDS","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FilterDS","HKLM","Microsoft.PowerShell.Core\Registry","True","5","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FilterDS"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FingerKB","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FingerKB","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FingerKB"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FTH","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FTH","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","13","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FTH"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Function Discovery","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Function Discovery","HKLM","Microsoft.PowerShell.Core\Registry","True","2","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Function Discovery"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Fusion","HKLM","Microsoft.PowerShell.Core\Registry","True","3","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Fusion"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FuzzyDS","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","FuzzyDS","HKLM","Microsoft.PowerShell.Core\Registry","True","202","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","14","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\FuzzyDS"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\GameOverlay","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","GameOverlay","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\GameOverlay"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\HgsClient","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","HgsClient","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","2","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\HgsClient"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\HTMLHelp","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","HTMLHelp","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\HTMLHelp"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Hvsi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Hvsi","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","5","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Hvsi"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IdentityCRL","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IdentityCRL","HKLM","Microsoft.PowerShell.Core\Registry","True","5","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","9","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IdentityCRL"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IdentityStore","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IdentityStore","HKLM","Microsoft.PowerShell.Core\Registry","True","4","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IdentityStore"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IHDS","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IHDS","HKLM","Microsoft.PowerShell.Core\Registry","True","4","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IHDS"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMAPI","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IMAPI","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMAPI"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IME","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IME","HKLM","Microsoft.PowerShell.Core\Registry","True","2","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IME"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMEJP","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IMEJP","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMEJP"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMEKR","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IMEKR","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMEKR"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMETC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IMETC","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","2","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IMETC"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InProcLogger","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","InProcLogger","HKLM","Microsoft.PowerShell.Core\Registry","True","7","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InProcLogger"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Input","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Input","HKLM","Microsoft.PowerShell.Core\Registry","True","7","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","6","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Input"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InputMethod","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","InputMethod","HKLM","Microsoft.PowerShell.Core\Registry","True","5","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InputMethod"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InputPersonalization","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","InputPersonalization","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\InputPersonalization"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Account Manager","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Internet Account Manager","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Account Manager"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Domains","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Internet Domains","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Domains"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Explorer","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Internet Explorer","HKLM","Microsoft.PowerShell.Core\Registry","True","32","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","9","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Explorer"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IsoBurn","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","IsoBurn","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\IsoBurn"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\KGL","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","KGL","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\KGL"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\LanguageOverlay","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","LanguageOverlay","HKLM","Microsoft.PowerShell.Core\Registry","True","4","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\LanguageOverlay"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\LexiconUpdate","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","LexiconUpdate","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\LexiconUpdate"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Managed Desktop","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Managed Desktop","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Managed Desktop"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MdmCommon","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MdmCommon","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MdmCommon"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MdmDiagnostics","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MdmDiagnostics","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MdmDiagnostics"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MediaEngine","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MediaEngine","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MediaEngine"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MediaPlayer","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MediaPlayer","HKLM","Microsoft.PowerShell.Core\Registry","True","14","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","6","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MediaPlayer"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MemoryDiagnostic","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MemoryDiagnostic","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MemoryDiagnostic"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Messaging","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Messaging","HKLM","Microsoft.PowerShell.Core\Registry","True","3","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Messaging"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MessengerService","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MessengerService","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MessengerService"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Microsoft Camera Codec Pack","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Microsoft Camera Codec Pack","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Microsoft Camera Codec Pack"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MiracastReceiver","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MiracastReceiver","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MiracastReceiver"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MMC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MMC","HKLM","Microsoft.PowerShell.Core\Registry","True","3","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MMC"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Mobile","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Mobile","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Mobile"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MpSigStub","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MpSigStub","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","3","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MpSigStub"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSBuild","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSBuild","HKLM","Microsoft.PowerShell.Core\Registry","True","3","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSBuild"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDE","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSDE","HKLM","Microsoft.PowerShell.Core\Registry","True","3","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDE"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDRM","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSDRM","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDRM"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDTC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSDTC","HKLM","Microsoft.PowerShell.Core\Registry","True","6","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","4","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDTC"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSF","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSF","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSF"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSIME","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSIME","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSIME"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSLicensing","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSLicensing","HKLM","Microsoft.PowerShell.Core\Registry","True","2","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSLicensing"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSMQ","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSMQ","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSMQ"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSN Apps","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MSN Apps","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSN Apps"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTF","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MTF","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","1","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTF"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFFuzzyFactors","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MTFFuzzyFactors","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","6","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFFuzzyFactors"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFInputType","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MTFInputType","HKLM","Microsoft.PowerShell.Core\Registry","True","42","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFInputType"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFKeyboardMappings","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","MTFKeyboardMappings","HKLM","Microsoft.PowerShell.Core\Registry","True","77","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MTFKeyboardMappings"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Multimedia","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Multimedia","HKLM","Microsoft.PowerShell.Core\Registry","True","4","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Multimedia"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Multivariant","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Multivariant","HKLM","Microsoft.PowerShell.Core\Registry","True","4","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","9","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Multivariant"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\NET Framework Setup","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","NET Framework Setup","HKLM","Microsoft.PowerShell.Core\Registry","True","2","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\NET Framework Setup"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\NetSh","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","NetSh","HKLM","Microsoft.PowerShell.Core\Registry","True","0","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","20","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\NetSh"
"System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Network","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft","Network","HKLM","Microsoft.PowerShell.Core\Registry","True","1","Default","Microsoft.Win32.SafeHandles.SafeRegistryHandle","0","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Network"
